id_reclamation,id_client,date,canal,texte,satisfaction
REC-01680,CLI-00688,2025-11-02,courrier,"Je conteste ma facture de novembre, le montant de 1018 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",3
REC-01681,CLI-00346,2025-07-03,espace_client,"Depuis l'installation du nouveau compteur en juillet, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",2
REC-01682,CLI-00675,2024-12-06,telephone,"Les microcoupures se multiplient depuis decembre sur Zone-Industrielle, quand le reseau sera-t-il fiabilise ?",2
REC-01683,CLI-00001,2024-03-15,courrier,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",3
REC-01684,CLI-00062,2026-04-10,courrier,"Mon dossier de raccordement est bloque depuis avril, je n'ai aucune nouvelle de vos services.",3
REC-01685,CLI-00644,2024-01-30,telephone,"Je conteste ma facture de janvier, le montant de 961 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",1
REC-01686,CLI-00287,2024-06-17,courrier,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",3
REC-01687,CLI-00620,2024-07-25,email,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",3
REC-01688,CLI-00427,2024-01-05,telephone,"Je conteste ma facture de janvier, le montant de 1028 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",3
REC-01689,CLI-00302,2025-06-24,courrier,"Je conteste ma facture de juin, le montant de 972 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",2
REC-01690,CLI-00369,2026-01-04,espace_client,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",3
REC-01691,CLI-00251,2026-02-12,telephone,"Ma facture de regularisation de fevrier est incomprehensible, je demande un echeancier et des explications detaillees.",1
REC-01692,CLI-00131,2025-01-02,courrier,"Depuis l'installation du nouveau compteur en janvier, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",1
REC-01693,CLI-00434,2024-03-30,espace_client,"Je conteste ma facture de mars, le montant de 1068 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",3
REC-01694,CLI-00423,2026-05-20,espace_client,"Ma facture de regularisation de mai est incomprehensible, je demande un echeancier et des explications detaillees.",3
REC-01695,CLI-00399,2025-01-30,espace_client,"Les microcoupures se multiplient depuis janvier sur Rives-Sud, quand le reseau sera-t-il fiabilise ?",2
REC-01696,CLI-00667,2025-05-16,telephone,"Ma facture de regularisation de mai est incomprehensible, je demande un echeancier et des explications detaillees.",1
REC-01697,CLI-00146,2025-07-21,email,"Coupure de courant de plusieurs heures dans le secteur Rives-Sud en juillet, aucune information, c'est inadmissible pour un service essentiel.",2
REC-01698,CLI-00561,2024-04-04,espace_client,"Ma facture de regularisation de avril est incomprehensible, je demande un echeancier et des explications detaillees.",3
REC-01699,CLI-00477,2024-06-02,email,"Encore une coupure cette nuit a Bourg-Ancien, mes appareils ont ete endommages, je demande un dedommagement.",2
REC-01700,CLI-00333,2024-12-10,telephone,"Je conteste ma facture de decembre, le montant de 842 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",2
REC-01701,CLI-00550,2025-07-16,espace_client,"Coupure de courant de plusieurs heures dans le secteur Zone-Industrielle en juillet, aucune information, c'est inadmissible pour un service essentiel.",1
REC-01702,CLI-00342,2025-11-06,courrier,"Je souhaite augmenter la puissance de mon compteur, comment proceder ?",2
REC-01703,CLI-00046,2025-06-12,email,"Ma facture de regularisation de juin est incomprehensible, je demande un echeancier et des explications detaillees.",1
REC-01704,CLI-00214,2026-01-19,courrier,"Je conteste ma facture de janvier, le montant de 389 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",3
REC-01705,CLI-00169,2025-11-15,espace_client,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",1
REC-01706,CLI-00167,2025-01-31,email,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",2
REC-01707,CLI-00162,2024-10-15,telephone,Quelle est la part d'energie verte reellement fournie sur le secteur Zone-Industrielle ?,3
REC-01708,CLI-00633,2026-04-11,espace_client,"Je conteste ma facture de avril, le montant de 907 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",3
REC-01709,CLI-00439,2025-09-19,espace_client,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",3
REC-01710,CLI-00112,2024-08-24,espace_client,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",2
REC-01711,CLI-00303,2025-01-08,telephone,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",3
REC-01712,CLI-00097,2025-06-08,email,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",2
REC-01713,CLI-00043,2026-01-03,espace_client,"Mon dossier de raccordement est bloque depuis janvier, je n'ai aucune nouvelle de vos services.",2
REC-01714,CLI-00320,2024-05-12,espace_client,"Probleme resolu rapidement par votre service client, je suis tres satisfait de la prise en charge.",4
REC-01715,CLI-00477,2025-05-31,email,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",3
REC-01716,CLI-00604,2025-08-20,telephone,"Encore une coupure cette nuit a Rives-Sud, mes appareils ont ete endommages, je demande un dedommagement.",2
REC-01717,CLI-00182,2024-03-12,email,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",3
REC-01718,CLI-00057,2025-06-01,telephone,Quelle est la part d'energie verte reellement fournie sur le secteur Centre-Ville ?,2
REC-01719,CLI-00077,2024-05-07,courrier,"Ma facture de regularisation de mai est incomprehensible, je demande un echeancier et des explications detaillees.",3
REC-01720,CLI-00215,2024-12-31,espace_client,"Depuis l'installation du nouveau compteur en decembre, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",1
REC-01721,CLI-00021,2024-03-17,telephone,"Ma facture de regularisation de mars est incomprehensible, je demande un echeancier et des explications detaillees.",3
REC-01722,CLI-00386,2025-10-16,telephone,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",3
REC-01723,CLI-00246,2024-11-27,espace_client,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",2
REC-01724,CLI-00332,2024-01-18,telephone,"Je souhaite augmenter la puissance de mon compteur, comment proceder ?",4
REC-01725,CLI-00658,2024-03-21,email,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",2
REC-01726,CLI-00546,2025-08-08,telephone,"Depuis l'installation du nouveau compteur en aout, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",1
REC-01727,CLI-00464,2025-08-10,espace_client,"Je conteste ma facture de aout, le montant de 1073 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",3
REC-01728,CLI-00267,2024-03-08,telephone,"Encore une coupure cette nuit a Coteaux-Ouest, mes appareils ont ete endommages, je demande un dedommagement.",2
REC-01729,CLI-00492,2026-01-07,espace_client,"Les microcoupures se multiplient depuis janvier sur Val-Nord, quand le reseau sera-t-il fiabilise ?",1
REC-01730,CLI-00684,2024-12-09,courrier,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",2
REC-01731,CLI-00501,2024-02-27,email,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",1
REC-01732,CLI-00305,2024-05-14,espace_client,"Les microcoupures se multiplient depuis mai sur Zone-Industrielle, quand le reseau sera-t-il fiabilise ?",3
REC-01733,CLI-00004,2025-07-07,espace_client,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",3
REC-01734,CLI-00421,2024-10-01,telephone,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",3
REC-01735,CLI-00576,2024-05-21,email,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",3
REC-01736,CLI-00260,2025-10-02,email,"Je conteste ma facture de octobre, le montant de 725 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",2
REC-01737,CLI-00001,2024-04-04,espace_client,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",3
REC-01738,CLI-00448,2025-07-24,email,"Les microcoupures se multiplient depuis juillet sur Parc-Tertiaire, quand le reseau sera-t-il fiabilise ?",2
REC-01739,CLI-00261,2024-09-15,courrier,"Je conteste ma facture de septembre, le montant de 1118 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",3
REC-01740,CLI-00242,2025-12-11,telephone,"Les microcoupures se multiplient depuis decembre sur Bourg-Ancien, quand le reseau sera-t-il fiabilise ?",1
REC-01741,CLI-00082,2024-08-01,email,"Ma facture de regularisation de aout est incomprehensible, je demande un echeancier et des explications detaillees.",3
REC-01742,CLI-00390,2025-03-27,telephone,"Coupure de courant de plusieurs heures dans le secteur Centre-Ville en mars, aucune information, c'est inadmissible pour un service essentiel.",1
REC-01743,CLI-00342,2024-11-28,telephone,"Je demande le raccordement de mon nouveau logement a Centre-Ville, quel est le delai et le cout ?",3
REC-01744,CLI-00432,2024-04-16,courrier,"Depuis l'installation du nouveau compteur en avril, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",3
REC-01745,CLI-00279,2025-03-31,email,"Mon dossier de raccordement est bloque depuis mars, je n'ai aucune nouvelle de vos services.",4
REC-01746,CLI-00593,2024-07-26,telephone,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",3
REC-01747,CLI-00631,2026-01-29,email,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",1
REC-01748,CLI-00685,2025-03-22,espace_client,"Probleme resolu rapidement par votre service client, je suis tres satisfait de la prise en charge.",5
REC-01749,CLI-00647,2026-03-27,email,"Coupure de courant de plusieurs heures dans le secteur Rives-Sud en mars, aucune information, c'est inadmissible pour un service essentiel.",2
REC-01750,CLI-00111,2026-03-11,email,"Je conteste ma facture de mars, le montant de 756 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",3
REC-01751,CLI-00691,2025-10-11,telephone,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",1
REC-01752,CLI-00362,2026-05-24,espace_client,"Je tiens a remercier le technicien intervenu en mai, tres professionnel et a l'ecoute.",5
REC-01753,CLI-00525,2024-07-27,email,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",2
REC-01754,CLI-00550,2025-03-27,courrier,"Depuis l'installation du nouveau compteur en mars, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",2
REC-01755,CLI-00459,2025-12-24,email,"Coupure de courant de plusieurs heures dans le secteur Plateau-Est en decembre, aucune information, c'est inadmissible pour un service essentiel.",2
REC-01756,CLI-00243,2024-07-29,espace_client,"Probleme resolu rapidement par votre service client, je suis tres satisfait de la prise en charge.",4
REC-01757,CLI-00031,2025-06-05,email,"Je tiens a remercier le technicien intervenu en juin, tres professionnel et a l'ecoute.",4
REC-01758,CLI-00385,2024-07-19,telephone,"Je demande le raccordement de mon nouveau logement a Bourg-Ancien, quel est le delai et le cout ?",2
REC-01759,CLI-00585,2024-06-09,telephone,"Les microcoupures se multiplient depuis juin sur Parc-Tertiaire, quand le reseau sera-t-il fiabilise ?",3
REC-01760,CLI-00205,2025-10-18,espace_client,"Depuis l'installation du nouveau compteur en octobre, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",1
REC-01761,CLI-00211,2024-01-30,courrier,"Coupure de courant de plusieurs heures dans le secteur Centre-Ville en janvier, aucune information, c'est inadmissible pour un service essentiel.",2
REC-01762,CLI-00482,2024-05-14,email,"Encore une coupure cette nuit a Coteaux-Ouest, mes appareils ont ete endommages, je demande un dedommagement.",3
REC-01763,CLI-00490,2025-04-17,espace_client,"Depuis l'installation du nouveau compteur en avril, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",1
REC-01764,CLI-00639,2025-02-02,espace_client,"Encore une coupure cette nuit a Coteaux-Ouest, mes appareils ont ete endommages, je demande un dedommagement.",1
REC-01765,CLI-00071,2025-01-14,espace_client,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",2
REC-01766,CLI-00669,2024-08-29,courrier,"Probleme resolu rapidement par votre service client, je suis tres satisfait de la prise en charge.",4
REC-01767,CLI-00467,2024-11-15,courrier,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",3
REC-01768,CLI-00225,2024-01-18,courrier,"Coupure de courant de plusieurs heures dans le secteur Zone-Industrielle en janvier, aucune information, c'est inadmissible pour un service essentiel.",1
REC-01769,CLI-00469,2024-07-20,telephone,Pouvez-vous m'expliquer comment installer des panneaux solaires et revendre mon surplus ?,4
REC-01770,CLI-00439,2025-02-08,courrier,"Je tiens a remercier le technicien intervenu en fevrier, tres professionnel et a l'ecoute.",5
REC-01771,CLI-00543,2025-03-16,email,"Les microcoupures se multiplient depuis mars sur Val-Nord, quand le reseau sera-t-il fiabilise ?",3
REC-01772,CLI-00030,2025-01-10,courrier,"Ma facture de regularisation de janvier est incomprehensible, je demande un echeancier et des explications detaillees.",2
REC-01773,CLI-00167,2025-02-06,courrier,"Ma facture de regularisation de fevrier est incomprehensible, je demande un echeancier et des explications detaillees.",1
REC-01774,CLI-00180,2024-07-25,telephone,"Les microcoupures se multiplient depuis juillet sur Centre-Ville, quand le reseau sera-t-il fiabilise ?",3
REC-01775,CLI-00088,2024-06-20,courrier,"Le nouvel espace client est clair et pratique, bravo pour cette amelioration.",5
REC-01776,CLI-00055,2024-01-05,espace_client,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",1
REC-01777,CLI-00508,2025-03-09,telephone,"Je tiens a remercier le technicien intervenu en mars, tres professionnel et a l'ecoute.",5
REC-01778,CLI-00074,2024-01-19,espace_client,"Coupure de courant de plusieurs heures dans le secteur Parc-Tertiaire en janvier, aucune information, c'est inadmissible pour un service essentiel.",3
REC-01779,CLI-00049,2025-08-16,telephone,"Je souhaite passer a une offre d'electricite d'origine renouvelable, quelles sont vos options ?",2
REC-01780,CLI-00143,2024-10-16,espace_client,"Les microcoupures se multiplient depuis octobre sur Parc-Tertiaire, quand le reseau sera-t-il fiabilise ?",3
REC-01781,CLI-00100,2025-08-08,courrier,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",1
REC-01782,CLI-00079,2024-10-17,telephone,"Encore une coupure cette nuit a Bourg-Ancien, mes appareils ont ete endommages, je demande un dedommagement.",2
REC-01783,CLI-00469,2024-04-22,telephone,"Les microcoupures se multiplient depuis avril sur Val-Nord, quand le reseau sera-t-il fiabilise ?",1
REC-01784,CLI-00322,2024-11-19,email,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",1
REC-01785,CLI-00688,2025-08-11,espace_client,"Coupure de courant de plusieurs heures dans le secteur Val-Nord en aout, aucune information, c'est inadmissible pour un service essentiel.",2
REC-01786,CLI-00489,2026-01-08,email,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",1
REC-01787,CLI-00128,2024-04-20,espace_client,"Je souhaite augmenter la puissance de mon compteur, comment proceder ?",4
REC-01788,CLI-00648,2025-07-28,espace_client,"Probleme resolu rapidement par votre service client, je suis tres satisfait de la prise en charge.",5
REC-01789,CLI-00020,2025-04-16,telephone,"Je conteste ma facture de avril, le montant de 406 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",3
REC-01790,CLI-00407,2025-06-07,telephone,"Probleme resolu rapidement par votre service client, je suis tres satisfait de la prise en charge.",5
REC-01791,CLI-00637,2026-05-15,courrier,"Probleme resolu rapidement par votre service client, je suis tres satisfait de la prise en charge.",5
REC-01792,CLI-00636,2024-03-13,espace_client,"Le nouvel espace client est clair et pratique, bravo pour cette amelioration.",4
REC-01793,CLI-00463,2024-11-12,telephone,"Mon dossier de raccordement est bloque depuis novembre, je n'ai aucune nouvelle de vos services.",3
REC-01794,CLI-00526,2025-02-06,telephone,"Mon dossier de raccordement est bloque depuis fevrier, je n'ai aucune nouvelle de vos services.",3
REC-01795,CLI-00077,2024-05-02,telephone,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",2
REC-01796,CLI-00206,2024-03-08,courrier,"Encore une coupure cette nuit a Val-Nord, mes appareils ont ete endommages, je demande un dedommagement.",2
REC-01797,CLI-00649,2025-05-15,telephone,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",1
REC-01798,CLI-00541,2024-06-20,courrier,"Les microcoupures se multiplient depuis juin sur Bourg-Ancien, quand le reseau sera-t-il fiabilise ?",2
REC-01799,CLI-00436,2025-03-13,courrier,"Ma facture de regularisation de mars est incomprehensible, je demande un echeancier et des explications detaillees.",3
REC-01800,CLI-00472,2025-05-19,courrier,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",1
REC-01801,CLI-00454,2025-09-29,courrier,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",1
REC-01802,CLI-00149,2025-06-28,espace_client,"Je conteste ma facture de juin, le montant de 1132 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",1
REC-01803,CLI-00647,2025-05-29,courrier,"Je souhaite augmenter la puissance de mon compteur, comment proceder ?",2
REC-01804,CLI-00376,2025-05-26,telephone,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",2
REC-01805,CLI-00678,2025-08-29,telephone,"Coupure de courant de plusieurs heures dans le secteur Parc-Tertiaire en aout, aucune information, c'est inadmissible pour un service essentiel.",1
REC-01806,CLI-00514,2025-09-29,espace_client,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",3
REC-01807,CLI-00680,2026-02-24,espace_client,"Les microcoupures se multiplient depuis fevrier sur Val-Nord, quand le reseau sera-t-il fiabilise ?",1
REC-01808,CLI-00622,2025-09-01,courrier,"Je tiens a remercier le technicien intervenu en septembre, tres professionnel et a l'ecoute.",4
REC-01809,CLI-00091,2024-01-01,telephone,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",3
REC-01810,CLI-00409,2024-05-01,email,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",1
REC-01811,CLI-00317,2025-01-27,email,"Je conteste ma facture de janvier, le montant de 454 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",3
REC-01812,CLI-00094,2026-05-29,espace_client,"Je conteste ma facture de mai, le montant de 1193 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",1
REC-01813,CLI-00507,2025-10-20,courrier,Pouvez-vous m'expliquer comment installer des panneaux solaires et revendre mon surplus ?,3
REC-01814,CLI-00484,2025-09-27,courrier,"Coupure de courant de plusieurs heures dans le secteur Rives-Sud en septembre, aucune information, c'est inadmissible pour un service essentiel.",3
REC-01815,CLI-00357,2024-01-03,courrier,"Depuis l'installation du nouveau compteur en janvier, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",2
REC-01816,CLI-00545,2024-05-15,espace_client,"Le nouvel espace client est clair et pratique, bravo pour cette amelioration.",5
REC-01817,CLI-00662,2025-07-19,telephone,"Je souhaite passer a une offre d'electricite d'origine renouvelable, quelles sont vos options ?",4
REC-01818,CLI-00585,2026-03-15,email,"Depuis l'installation du nouveau compteur en mars, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",1
REC-01819,CLI-00294,2024-01-02,espace_client,"Je demande le raccordement de mon nouveau logement a Zone-Industrielle, quel est le delai et le cout ?",3
REC-01820,CLI-00426,2025-12-16,courrier,"Les microcoupures se multiplient depuis decembre sur Val-Nord, quand le reseau sera-t-il fiabilise ?",3
REC-01821,CLI-00198,2024-01-04,courrier,"Je souhaite augmenter la puissance de mon compteur, comment proceder ?",4
REC-01822,CLI-00222,2026-04-16,espace_client,"Mon dossier de raccordement est bloque depuis avril, je n'ai aucune nouvelle de vos services.",3
REC-01823,CLI-00060,2026-02-07,email,"Les microcoupures se multiplient depuis fevrier sur Parc-Tertiaire, quand le reseau sera-t-il fiabilise ?",1
REC-01824,CLI-00486,2025-04-26,telephone,"Je tiens a remercier le technicien intervenu en avril, tres professionnel et a l'ecoute.",4
REC-01825,CLI-00548,2024-10-30,email,"Je conteste ma facture de octobre, le montant de 768 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",1
REC-01826,CLI-00191,2024-08-19,espace_client,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",3
REC-01827,CLI-00268,2024-10-05,telephone,"Je tiens a remercier le technicien intervenu en octobre, tres professionnel et a l'ecoute.",5
REC-01828,CLI-00422,2026-03-23,courrier,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",1
REC-01829,CLI-00217,2026-03-11,telephone,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",1
REC-01830,CLI-00400,2024-10-11,email,"Mon dossier de raccordement est bloque depuis octobre, je n'ai aucune nouvelle de vos services.",3
REC-01831,CLI-00226,2025-04-15,email,"Les microcoupures se multiplient depuis avril sur Coteaux-Ouest, quand le reseau sera-t-il fiabilise ?",1
REC-01832,CLI-00067,2025-07-10,email,"Ma facture de regularisation de juillet est incomprehensible, je demande un echeancier et des explications detaillees.",2
REC-01833,CLI-00298,2025-01-29,telephone,"Je conteste ma facture de janvier, le montant de 708 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",1
REC-01834,CLI-00257,2024-12-09,courrier,"Les microcoupures se multiplient depuis decembre sur Rives-Sud, quand le reseau sera-t-il fiabilise ?",3
REC-01835,CLI-00250,2026-05-18,telephone,"Ma facture de regularisation de mai est incomprehensible, je demande un echeancier et des explications detaillees.",1
REC-01836,CLI-00476,2025-08-28,email,"Depuis l'installation du nouveau compteur en aout, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",3
REC-01837,CLI-00623,2025-05-16,espace_client,"Coupure de courant de plusieurs heures dans le secteur Parc-Tertiaire en mai, aucune information, c'est inadmissible pour un service essentiel.",3
REC-01838,CLI-00055,2026-05-08,email,"Je conteste ma facture de mai, le montant de 928 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",1
REC-01839,CLI-00268,2024-05-27,telephone,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",3
REC-01840,CLI-00457,2025-03-13,email,"Les microcoupures se multiplient depuis mars sur Parc-Tertiaire, quand le reseau sera-t-il fiabilise ?",1
REC-01841,CLI-00219,2026-01-07,email,"Ma facture de regularisation de janvier est incomprehensible, je demande un echeancier et des explications detaillees.",2
REC-01842,CLI-00525,2025-04-23,courrier,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",1
REC-01843,CLI-00293,2025-04-27,email,"Je demande le raccordement de mon nouveau logement a Val-Nord, quel est le delai et le cout ?",4
REC-01844,CLI-00638,2026-02-28,espace_client,"Je conteste ma facture de fevrier, le montant de 744 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",1
REC-01845,CLI-00679,2025-11-05,courrier,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",2
REC-01846,CLI-00372,2025-05-04,courrier,"Coupure de courant de plusieurs heures dans le secteur Centre-Ville en mai, aucune information, c'est inadmissible pour un service essentiel.",3
REC-01847,CLI-00276,2025-10-19,espace_client,"Je souhaite passer a une offre d'electricite d'origine renouvelable, quelles sont vos options ?",3
REC-01848,CLI-00027,2024-11-13,telephone,"Je demande le raccordement de mon nouveau logement a Val-Nord, quel est le delai et le cout ?",2
REC-01849,CLI-00305,2024-12-03,telephone,"Depuis l'installation du nouveau compteur en decembre, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",1
REC-01850,CLI-00193,2025-10-18,telephone,"Ma facture de regularisation de octobre est incomprehensible, je demande un echeancier et des explications detaillees.",3
REC-01851,CLI-00429,2026-02-21,espace_client,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",1
REC-01852,CLI-00130,2026-03-11,courrier,"Encore une coupure cette nuit a Coteaux-Ouest, mes appareils ont ete endommages, je demande un dedommagement.",2
REC-01853,CLI-00343,2024-12-27,espace_client,"Probleme resolu rapidement par votre service client, je suis tres satisfait de la prise en charge.",5
REC-01854,CLI-00048,2025-03-21,email,"Je souhaite augmenter la puissance de mon compteur, comment proceder ?",4
REC-01855,CLI-00476,2026-04-28,espace_client,"Les microcoupures se multiplient depuis avril sur Val-Nord, quand le reseau sera-t-il fiabilise ?",1
REC-01856,CLI-00098,2026-02-04,telephone,"Depuis l'installation du nouveau compteur en fevrier, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",2
REC-01857,CLI-00083,2024-12-12,courrier,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",3
REC-01858,CLI-00196,2024-08-05,courrier,"Coupure de courant de plusieurs heures dans le secteur Rives-Sud en aout, aucune information, c'est inadmissible pour un service essentiel.",3
REC-01859,CLI-00567,2025-08-03,espace_client,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",2
REC-01860,CLI-00628,2025-08-04,telephone,"Coupure de courant de plusieurs heures dans le secteur Plateau-Est en aout, aucune information, c'est inadmissible pour un service essentiel.",3
REC-01861,CLI-00664,2024-09-24,telephone,"Coupure de courant de plusieurs heures dans le secteur Centre-Ville en septembre, aucune information, c'est inadmissible pour un service essentiel.",1
REC-01862,CLI-00549,2024-12-09,courrier,"Les microcoupures se multiplient depuis decembre sur Centre-Ville, quand le reseau sera-t-il fiabilise ?",3
REC-01863,CLI-00091,2024-10-09,telephone,"Probleme resolu rapidement par votre service client, je suis tres satisfait de la prise en charge.",5
REC-01864,CLI-00634,2024-09-25,courrier,"Ma facture de regularisation de septembre est incomprehensible, je demande un echeancier et des explications detaillees.",1
REC-01865,CLI-00380,2024-12-31,telephone,"Ma facture de regularisation de decembre est incomprehensible, je demande un echeancier et des explications detaillees.",2
REC-01866,CLI-00516,2025-03-29,courrier,"Les microcoupures se multiplient depuis mars sur Centre-Ville, quand le reseau sera-t-il fiabilise ?",3
REC-01867,CLI-00134,2025-09-26,email,Quelle est la part d'energie verte reellement fournie sur le secteur Bourg-Ancien ?,4
REC-01868,CLI-00221,2025-03-31,courrier,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",3
REC-01869,CLI-00034,2024-01-12,email,"Ma facture de regularisation de janvier est incomprehensible, je demande un echeancier et des explications detaillees.",1
REC-01870,CLI-00573,2025-12-01,email,"Encore une coupure cette nuit a Val-Nord, mes appareils ont ete endommages, je demande un dedommagement.",2
REC-01871,CLI-00262,2025-07-10,espace_client,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",1
REC-01872,CLI-00301,2024-10-05,telephone,"Coupure de courant de plusieurs heures dans le secteur Centre-Ville en octobre, aucune information, c'est inadmissible pour un service essentiel.",2
