id_pdl,id_client,zone,type_client,puissance_souscrite_kva,type_chauffage,type_compteur,date_pose,statut
PDL-000627,CLI-00627,Val-Nord,residentiel,12,electrique,ancien,2021-02-02,actif
PDL-000628,CLI-00628,Plateau-Est,residentiel,6,electrique,communicant,2017-12-14,actif
PDL-000629,CLI-00629,Centre-Ville,residentiel,6,autre,communicant,2017-05-23,actif
PDL-000630,CLI-00630,Parc-Tertiaire,professionnel,36,electrique,communicant,2017-11-06,actif
PDL-000631,CLI-00631,Plateau-Est,residentiel,6,gaz,communicant,2018-11-04,actif
PDL-000632,CLI-00632,Centre-Ville,professionnel,12,gaz,communicant,2020-09-22,actif
PDL-000633,CLI-00633,Bourg-Ancien,professionnel,36,electrique,ancien,2022-07-21,actif
PDL-000634,CLI-00634,Plateau-Est,residentiel,12,autre,communicant,2023-03-21,actif
PDL-000635,CLI-00635,Val-Nord,residentiel,12,autre,communicant,2019-11-17,actif
PDL-000636,CLI-00636,Val-Nord,residentiel,12,electrique,communicant,2019-08-17,actif
PDL-000637,CLI-00637,Centre-Ville,residentiel,9,electrique,ancien,2023-01-23,actif
PDL-000638,CLI-00638,Centre-Ville,residentiel,6,electrique,ancien,2017-08-19,actif
PDL-000639,CLI-00639,Coteaux-Ouest,residentiel,6,electrique,communicant,2024-03-19,actif
PDL-000640,CLI-00640,Plateau-Est,residentiel,9,electrique,communicant,2024-08-02,actif
PDL-000641,CLI-00641,Plateau-Est,residentiel,6,electrique,communicant,2019-02-03,actif
PDL-000642,CLI-00642,Plateau-Est,professionnel,36,electrique,communicant,2024-07-25,actif
PDL-000643,CLI-00643,Bourg-Ancien,residentiel,12,autre,communicant,2019-03-19,actif
PDL-000644,CLI-00644,Plateau-Est,residentiel,12,gaz,communicant,2019-05-28,actif
PDL-000645,CLI-00645,Centre-Ville,residentiel,6,electrique,communicant,2019-12-13,actif
PDL-000647,CLI-00647,Rives-Sud,residentiel,9,autre,communicant,2023-04-20,actif
PDL-000648,CLI-00648,Plateau-Est,professionnel,12,autre,communicant,2017-11-25,actif
PDL-000649,CLI-00649,Coteaux-Ouest,residentiel,12,gaz,communicant,2019-02-14,actif
PDL-000650,CLI-00650,Coteaux-Ouest,residentiel,9,electrique,communicant,2019-08-21,actif
PDL-000651,CLI-00651,Plateau-Est,residentiel,9,autre,communicant,2021-05-01,actif
PDL-000652,CLI-00652,Parc-Tertiaire,professionnel,36,electrique,communicant,2018-03-06,actif
PDL-000653,CLI-00653,Val-Nord,residentiel,6,gaz,communicant,2019-10-03,actif
PDL-000654,CLI-00654,Coteaux-Ouest,residentiel,9,electrique,communicant,2017-07-01,actif
PDL-000655,CLI-00655,Coteaux-Ouest,residentiel,12,gaz,communicant,2018-11-16,actif
PDL-000656,CLI-00656,Parc-Tertiaire,industriel,120,reseau_chaleur,communicant,2021-09-19,actif
PDL-000657,CLI-00657,Zone-Industrielle,professionnel,12,electrique,communicant,2024-12-26,actif
PDL-000658,CLI-00658,Rives-Sud,professionnel,36,electrique,communicant,2023-03-05,actif
PDL-000659,CLI-00659,Rives-Sud,residentiel,6,electrique,communicant,2020-08-01,actif
PDL-000660,CLI-00660,Parc-Tertiaire,residentiel,6,autre,communicant,2021-06-24,actif
PDL-000661,CLI-00661,Bourg-Ancien,professionnel,36,gaz,communicant,2020-01-05,actif
PDL-000662,CLI-00662,Coteaux-Ouest,professionnel,12,electrique,communicant,2018-07-14,actif
PDL-000663,CLI-00663,Val-Nord,residentiel,12,autre,communicant,2024-08-09,actif
PDL-000664,CLI-00664,Centre-Ville,residentiel,6,autre,ancien,2021-08-23,actif
PDL-000665,CLI-00665,Bourg-Ancien,professionnel,36,gaz,communicant,2017-12-07,actif
PDL-000666,CLI-00666,Parc-Tertiaire,professionnel,36,electrique,communicant,2016-04-03,actif
PDL-000667,CLI-00667,Bourg-Ancien,residentiel,9,electrique,communicant,2023-07-27,actif
PDL-000668,CLI-00668,Plateau-Est,residentiel,12,electrique,communicant,2019-11-06,actif
PDL-000669,CLI-00669,Rives-Sud,professionnel,12,gaz,communicant,2021-06-06,actif
PDL-000670,CLI-00670,Coteaux-Ouest,residentiel,6,electrique,communicant,2022-06-14,resilie
PDL-000671,CLI-00671,Plateau-Est,residentiel,6,autre,communicant,2024-06-12,actif
PDL-000672,CLI-00672,Centre-Ville,professionnel,36,electrique,communicant,2023-12-04,actif
PDL-000673,CLI-00673,Bourg-Ancien,residentiel,9,autre,communicant,2020-02-13,actif
PDL-000674,CLI-00674,Parc-Tertiaire,professionnel,36,electrique,communicant,2023-05-13,actif
PDL-000675,CLI-00675,Zone-Industrielle,professionnel,36,gaz,communicant,2019-02-04,actif
PDL-000676,CLI-00676,Parc-Tertiaire,professionnel,12,gaz,communicant,2019-04-18,actif
PDL-000677,CLI-00677,Centre-Ville,residentiel,6,autre,communicant,2018-12-19,actif
PDL-000678,CLI-00678,Parc-Tertiaire,professionnel,36,gaz,communicant,2019-05-19,actif
PDL-000679,CLI-00679,Parc-Tertiaire,professionnel,36,gaz,communicant,2018-08-10,actif
PDL-000680,CLI-00680,Val-Nord,residentiel,6,electrique,communicant,2016-10-07,actif
PDL-000681,CLI-00681,Val-Nord,residentiel,12,autre,communicant,2016-11-18,resilie
PDL-000683,CLI-00683,Coteaux-Ouest,residentiel,12,electrique,communicant,2024-06-18,actif
PDL-000684,CLI-00684,Coteaux-Ouest,residentiel,9,electrique,communicant,2019-04-22,actif
PDL-000685,CLI-00685,Bourg-Ancien,professionnel,12,autre,communicant,2022-04-28,actif
PDL-000686,CLI-00686,Val-Nord,residentiel,12,electrique,ancien,2024-08-28,actif
PDL-000687,CLI-00687,Rives-Sud,professionnel,36,gaz,communicant,2016-03-11,actif
PDL-000688,CLI-00688,Val-Nord,residentiel,6,autre,communicant,2016-10-28,actif
PDL-000689,CLI-00689,Centre-Ville,professionnel,36,gaz,communicant,2022-03-10,actif
PDL-000690,CLI-00690,Rives-Sud,residentiel,12,electrique,communicant,2020-05-21,actif
PDL-000691,CLI-00691,Parc-Tertiaire,residentiel,12,autre,communicant,2019-08-12,actif
PDL-000692,CLI-00692,Zone-Industrielle,professionnel,12,gaz,communicant,2020-09-21,actif
PDL-000693,CLI-00693,Centre-Ville,residentiel,6,autre,communicant,2016-02-15,actif
PDL-000694,CLI-00694,Val-Nord,residentiel,12,electrique,communicant,2018-10-03,actif
PDL-000695,CLI-00695,Centre-Ville,residentiel,6,gaz,communicant,2017-06-27,actif
PDL-000696,CLI-00696,Plateau-Est,residentiel,12,autre,communicant,2024-05-04,actif
PDL-000697,CLI-00697,Val-Nord,residentiel,9,electrique,communicant,2020-05-06,actif
PDL-000698,CLI-00698,Rives-Sud,residentiel,9,autre,communicant,2023-09-18,actif
PDL-000699,CLI-00699,Coteaux-Ouest,residentiel,9,gaz,communicant,2018-09-02,actif
PDL-000700,CLI-00700,Centre-Ville,residentiel,9,gaz,communicant,2018-06-14,actif
